cod_tuss,desc_procediemento,rol_ans,subgrupo,grupo,capitulo
40403327,"Pesquisa de anticorpos séricos antieritrocitários, anti-A e/ou anti-B - gel teste","TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4 MESES DE IDADE);",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403335,"Pesquisa de anticorpos séricos antieritrocitários, anti-A e/ou anti-B","TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4 MESES DE IDADE);",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403343,Pesquisa de anticorpos séricos irregulares antieritrocitários,PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS IRREGULARES NO SANGUE DO RECEPTOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403351,Pesquisa de anticorpos séricos irregulares antieritrocitários - gel teste,PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS IRREGULARES NO SANGUE DO RECEPTOR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403360,Pesquisa de anticorpos séricos irregulares antieritrocitários - método de eluição,"PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES (ELUIÇÃO, A FRIO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403378,Pesquisa de anticorpos séricos irregulares antieritrocitários a frio,"PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES (ELUIÇÃO, A FRIO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403386,Pesquisa de hemoglobina S por componente hemoterápico - gel teste,DETECÇÃO DE HEMOGLOBINAS ANORMAIS (INVESTIGAÇÃO DE HEMOGLOBINA S E DE OUTRAS HEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE),EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403408,Prova de compatibilidade pré-transfusional completa,PLAQUETAS - PROVA CRUZADA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403408,Prova de compatibilidade pré-transfusional completa,PROVA DE COMPATIBILIDADE ENTRE AS HEMÁCIAS DO DOADOR E O SORO DO RECEPTOR (PROVA DE COMPATIBILIDADE MAIOR),EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403408,Prova de compatibilidade pré-transfusional completa,PROVAS PRÉ-TRANSFUSIONAIS: RETIPIFICAÇÃO ABO E RH DA BOLSA DE SANGUE,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403416,Prova de compatibilidade pré-transfusional completa - gel teste,"DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403416,Prova de compatibilidade pré-transfusional completa - gel teste,"GRUPO ABO, CLASSIFICAÇÃO REVERSA",HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403416,Prova de compatibilidade pré-transfusional completa - gel teste,"GRUPO SANGUÍNEO ABO, E FATOR Rho (INCLUI Du)",HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403424,S. Anti-HTLV-I + HTLV-II (determinação conjunta) por componente hemoterápico,HTLV I E II - TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403440,S. Chagas EIE por componente hemoterápico - pesquisa e/ou dosagem,DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403467,S. Hepatite B anti-HBC por componente hemoterápico - pesquisa e/ou dosagem,"HEPATITE B - ANTI-HBC, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403483,S. Hepatite C anti-HCV por componente hemoterápico - pesquisa e/ou dosagem,"HEPATITE C - ANTI-HCV, TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403505,S. HIV EIE por componente hemoterápico - pesquisa e/ou dosagem,ANTI-HIV I E II POR MÉTODO IMUNOENZIMÁTICO OU QUIMIOLUMINESCÊNCIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403521,S. Malária IFI por componente hemoterápico - pesquisa e/ou dosagem,"MALÁRIA, PESQUISA",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403548,S. Sífilis EIE por componente hemoterápico - pesquisa e/ou dosagem,SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403564,S. Sífilis FTA - ABS por componente hemoterápico - pesquisa e/ou dosagem,SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403580,S. Sífilis HA por componente hemoterápico - pesquisa e/ou dosagem,SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403602,S. Sífilis VDRL por componente hemoterápico - pesquisa e/ou dosagem,SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403629,S. Chagas HA por componente hemoterápico - pesquisa e/ou dosagem,DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403645,S. Chagas IFI por componente hemoterápico - pesquisa e/ou dosagem,DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403661,S. Hepatite B (HBsAg) RIE ou EIE por componente hemoterápico - pesquisa e/ou dosagem,"HEPATITE B - HBSAG, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403688,Teste de Coombs direto,TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403696,Teste de Coombs direto - gel teste,TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403700,"Teste de Coombs direto - mono específico (IgG, IgA, C3, C3D, Poliv. - AGH) - gel teste",TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403718,"Teste de Coombs indireto - mono específico (IgG, IgA, C3, C3D, Poliv. - AGH) - gel teste",TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403726,TMO - congelamento de medula óssea ou células tronco periféricas,CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403726,TMO - congelamento de medula óssea ou células tronco periféricas,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403734,TMO - cultura de linfócitos doador e receptor,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403742,TMO - descongelamento de medula óssea ou células tronco,DESCONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403742,TMO - descongelamento de medula óssea ou células tronco,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403750,TMO - determinação de HLA transplantes de medula óssea - loci DR e DQ (alta resolução),"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403750,TMO - determinação de HLA transplantes de medula óssea - loci DR e DQ (alta resolução),TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403750,TMO - determinação de HLA transplantes de medula óssea - loci DR e DQ (alta resolução),"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE ALTA RESOLUÇÃO (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403769,TMO - determinação de HLA para transplantes de medula óssea - loci A e B,"TIPAGEM HLA, LOCI A E B, MÉTODOS IMUNOLÓGICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403769,TMO - determinação de HLA para transplantes de medula óssea - loci A e B,"TIPAGEM HLA, LOCI A E B, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403769,TMO - determinação de HLA para transplantes de medula óssea - loci A e B,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403777,TMO - determinação de HLA para transplantes de medula óssea - loci DR e DQ (baixa resolução),"TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE BAIXA A MÉDIA RESOLUÇÃO (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403777,TMO - determinação de HLA para transplantes de medula óssea - loci DR e DQ (baixa resolução),TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403785,TMO - determinação de unidades formadoras de colônias,DETERMINAÇÃO DE UNIDADES FORMADORAS DE COLÔNIAS,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403785,TMO - determinação de unidades formadoras de colônias,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403785,TMO - determinação de unidades formadoras de colônias,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403793,TMO - determinação de viabilidade de medula óssea,DETERMINAÇÃO DE VIABILIDADE CELULAR,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403793,TMO - determinação de viabilidade de medula óssea,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403807,TMO - manutenção de congelamento de medula óssea ou células tronco (até 2 anos),MANUTENÇÃO POR CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA (ATÉ 2 ANOS),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403807,TMO - manutenção de congelamento de medula óssea ou células tronco (até 2 anos),TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403815,TMO - preparo de medula óssea ou células tronco periféricas para congelamento,PREPARO E FILTRAÇÃO DO ASPIRADO DE MEDULA ÓSSEA,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403815,TMO - preparo de medula óssea ou células tronco periféricas para congelamento,PREPARO PARA CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403815,TMO - preparo de medula óssea ou células tronco periféricas para congelamento,PROCESSAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403815,TMO - preparo de medula óssea ou células tronco periféricas para congelamento,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403823,TMO - preparo e filtração de medula óssea ou células tronco na coleta,PREPARO E FILTRAÇÃO DO ASPIRADO DE MEDULA ÓSSEA,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403823,TMO - preparo e filtração de medula óssea ou células tronco na coleta,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403823,TMO - preparo e filtração de medula óssea ou células tronco na coleta,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403831,"TMO - tratamento ""in vitro"" de medula óssea ou células tronco por anticorpos monoclonais (purging)(4)",TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403840,Transaminase pirúvica - TGP ou ALT por componente hemoterápico - pesquisa e/ou dosagem,TRANSAMINASE PIRÚVICA (ALANINA AMINOTRANSFERASE),"BIOQUÍMICA (SANGUE, URINA E OUTROS MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403866,Transfusão fetal intra-uterina,TRANSFUSÃO FETAL INTRA-UTERINA,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403874,Detecção de consumo de oxigênio (O2) por unidade de concentrado de plaquetas (por unidade de concentrado de plaquetas de doador múltiplo),---,---,---,---
40403882,Detecção de consumo de oxigênio (O2) por unidade de concentrado de plaquetas (por unidade de concentrado de plaquetas por aférese),---,---,---,---
40403890,NAT/HBV - por componente hemoterápico - pesquisa e/ou dosagem,"Conforme Resolução da Diretoria Colegiada Anvisa - RDC Nº 51, de 07 de novembro de 2013 que   altera a Resolução - RDC nº 57, de 16 de dezembro de 2010 e Portaria MS/GM nº 2.712, de 12/11/2013",---,---,---
40403912,Estimulação e mobilização de células CD34 positivas,ESTIMULAÇÃO E MOBILIZAÇÃO DE CÉLULAS CD34 POSITIVAS,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403912,Estimulação e mobilização de células CD34 positivas,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403912,Estimulação e mobilização de células CD34 positivas,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403920,"Determinação do fator RH (D), incluindo prova para D-fraco no sangue do receptor","DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403939,Doação autóloga com recuperação intra-operatória,DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403947,Doação autóloga peri-operatória por hemodiluição normovolêmica,DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA POR HEMODILUIÇÃO NORMOVOLÊMICA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403955,Doação autóloga pré-operatória,DOAÇÃO AUTÓLOGA PRÉ-OPERATÓRIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403963,"Exames imunohematológicos em recém-nascidos: tipificação ABO e RH, pesquisa de D fraco RH(D) e prova da antiglobulina direta","EXAMES IMUNOHEMATOLÓGICOS EM RECÉM-NASCIDOS: TIPIFICAÇÃO ABO E RH, PESQUISA DE D FRACO RH(D) E PROVA DA ANTIGLOBULINA DIRETA)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403971,"Imuno-hematológicos: tipificação ABO, incluindo tipagem reversa e determinação do fator RH (D), incluindo prova para D-fraco e pesquisa e identificação de anticorpos séricos irregulares antieritrocitários","IMUNO-HEMATOLÓGICOS: TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA E DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403980,"Investigação da presença de anti-A ou anti-B, em soro ou plasma de neonato, com métodos que incluam uma fase antiglobulínica","INVESTIGAÇÃO DA PRESENÇA DE ANTI-A OU ANTI-B, EM SORO OU PLASMA DE NEONATO, COM MÉTODOS QUE INCLUAM UMA FASE ANTIGLOBULÍNICA",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
